,LS
16323,8.987501496449113e-05
16324,9.108404628932476e-05
16325,4.125002305954695e-05
16326,9.104202035814524e-05
16327,9.258300997316837e-05
16328,8.96669807843864e-05
16329,9.258300997316837e-05
16330,9.024998871609569e-05
16331,1.670903293415904e-05
16332,9.029201464727521e-05
16333,9.137502638623118e-05
16334,9.162497008219361e-05
16335,9.075005073100328e-05
16336,8.841603994369507e-05
16337,7.080379873514175e-07
16338,9.0167042799294e-05
16339,9.22079780139029e-05
16340,9.166600648313761e-05
16341,5.2749994210898876e-05
16342,9.037501877173781e-05
16343,8.933397475630045e-05
16344,8.987501496449113e-05
16345,9.266595588997006e-05
16346,9.308400331065059e-05
16347,4.292000085115433e-06
16348,2.0797597244381905e-07
16349,4.875008016824722e-06
16350,9.195803431794047e-05
16351,9.162497008219361e-05
16352,9.233300806954503e-05
16353,9.129097452387214e-05
16354,9.14169941097498e-05
16355,1.66997779160738e-07
16356,9.129103273153305e-05
16357,6.660120561718941e-07
16358,0.0001337499707005918
16359,0.00010020897025242448
16360,9.641703218221664e-05
16361,9.32919792830944e-05
16362,9.258295176550746e-05
16363,9.354198118671775e-05
16364,9.237503400072455e-05
16365,9.183300426229835e-05
16366,9.195896564051509e-05
16367,3.3294782042503357e-07
16368,9.26670036278665e-05
16369,9.320798562839627e-05
16370,9.39579913392663e-05
16371,9.237497579306364e-05
16372,2.6249908842146397e-06
16373,9.533297270536423e-05
16374,9.450002107769251e-05
16375,1.4170072972774506e-06
16376,9.412498911842704e-05
16377,9.241700172424316e-05
16378,9.516702266409993e-05
16379,9.475002298131585e-05
16380,9.391701314598322e-05
16381,9.337504161521792e-05
16382,9.624997619539499e-05
16383,9.762501576915383e-05
16384,9.270798182114959e-05
16385,9.058299474418163e-05
16386,9.091699030250311e-05
16387,9.43340128287673e-05
16388,9.316700743511319e-05
16389,7.090275175869465e-07
16390,9.358301758766174e-05
16391,9.333295747637749e-05
16392,9.300000965595245e-05
16393,9.362498531118035e-05
16394,2.6249908842146397e-06
16395,9.054096881300211e-05
16396,9.68750100582838e-05
16397,3.0208961106836796e-05
16398,9.67090018093586e-05
16399,0.00011262501357123256
16400,9.33330156840384e-05
16401,9.14169941097498e-05
16402,9.233300806954503e-05
16403,9.57080046646297e-05
16404,9.20419697649777e-05
16405,2.374988980591297e-06
16406,9.462499292567372e-05
16407,9.466701885685325e-05
16408,9.620800847187638e-05
16409,9.254098404198885e-05
16410,9.09580267034471e-05
16411,9.241700172424316e-05
16412,1.6660196706652641e-06
16413,2.0803418010473251e-07
16414,9.029102511703968e-05
16415,8.824997348710895e-05
16416,8.670904207974672e-05
16417,3.04199056699872e-06
16418,8.73749959282577e-05
16419,8.616596460342407e-05
16420,8.67500202730298e-05
16421,1.2125005014240742e-05
16422,8.829199941828847e-05
16423,1.6600824892520905e-07
16424,2.0803418010473251e-07
16425,8.695799624547362e-05
16426,8.762499783188105e-05
16427,8.637498831376433e-05
16428,9.074999252334237e-05
16429,9.541702456772327e-05
16430,9.712501196190715e-05
16431,9.554199641570449e-05
16432,9.691598825156689e-05
16433,6.999995093792677e-06
16434,9.208399569615722e-05
16435,9.525002678856254e-05
16436,8.824997348710895e-05
16437,9.020802099257708e-05
16438,9.058398427441716e-05
16439,9.074999252334237e-05
16440,8.987501496449113e-05
16441,8.891604375094175e-05
16442,1.8665974494069815e-05
16443,8.820800576359034e-05
16444,8.879101369529963e-05
16445,8.870899910107255e-05
16446,2.0902371034026146e-07
16447,9.295798372477293e-05
16448,6.66698906570673e-06
16449,8.879200322553515e-05
16450,9.112496627494693e-05
16451,6.292015314102173e-06
16452,9.14999982342124e-05
16453,8.854200132191181e-05
16454,8.841598173603415e-05
16455,8.816702757030725e-05
16456,8.787499973550439e-05
16457,0.00010241597192361951
16458,9.141600457951427e-05
16459,9.416951797902584e-06
16460,9.237503400072455e-05
16461,9.43750492297113e-05
16462,9.170902194455266e-05
16463,8.774996967986226e-05
16464,8.862500544637442e-05
16465,6.458302959799767e-05
16466,8.654099656268954e-05
16467,8.695898577570915e-05
16468,8.745898958295584e-05
16469,8.512497879564762e-05
16470,9.499996667727828e-05
16471,8.941703708842397e-05
16472,8.654099656268954e-05
16473,8.804199751466513e-05
16474,8.800002979114652e-05
16475,0.00010666699381545186
16476,9.137502638623118e-05
16477,9.341596160084009e-05
16478,8.816702757030725e-05
16479,0.0001141249667853117
16480,9.412498911842704e-05
16481,9.38749872148037e-05
16482,0.00012833299115300179
16483,9.08750225789845e-05
16484,9.741703979671001e-05
16485,0.00010087498230859637
16486,0.00010150001617148519
16487,0.0001062090159393847
16488,9.479100117459893e-05
16489,4.612503107637167e-05
16490,3.374996595084667e-06
16491,8.345796959474683e-05
16492,8.658302249386907e-05
16493,8.745800005272031e-05
16494,8.330098353326321e-07
16495,8.741702185943723e-05
16496,6.641697837039828e-05
16497,8.874997729435563e-05
16498,8.766696555539966e-05
16499,9.837502148002386e-05
16500,8.849997539073229e-05
16501,2.5250017642974854e-05
16502,8.695799624547362e-05
16503,8.854200132191181e-05
16504,8.712499402463436e-05
16505,8.65840120241046e-05
16506,8.704100036993623e-05
16507,8.849997539073229e-05
16508,8.679198799654841e-05
16509,8.829199941828847e-05
16510,2.500019036233425e-07
16511,8.774996967986226e-05
16512,8.766696555539966e-05
16513,8.699996396899223e-05
16514,8.708401583135128e-05
16515,8.616602281108499e-05
16516,8.095800876617432e-05
16517,8.887500734999776e-05
16518,8.66670161485672e-05
16519,8.787499973550439e-05
16520,8.716701995581388e-05
16521,8.829199941828847e-05
16522,8.770899148657918e-05
16523,8.72919918037951e-05
16524,8.700002217665315e-05
16525,8.645799243822694e-05
16526,8.787499973550439e-05
16527,8.949998300522566e-05
16528,8.849997539073229e-05
16529,8.916598744690418e-05
16530,8.541974239051342e-06
16531,8.841598173603415e-05
16532,8.849997539073229e-05
16533,8.087500464171171e-05
16534,8.833303581923246e-05
16535,1.1249794624745846e-06
16536,8.829100988805294e-05
16537,8.999998681247234e-05
16538,8.775002788752317e-05
16539,8.9749984908849e-05
16540,8.891697507351637e-05
16541,8.874997729435563e-05
16542,5.333044100552797e-06
16543,9.012501686811447e-05
16544,8.800002979114652e-05
16545,8.970801718533039e-05
16546,8.90420051291585e-05
16547,6.332993507385254e-06
16548,2.9499991796910763e-05
16549,8.925003930926323e-05
16550,8.858297951519489e-05
16551,9.400001727044582e-05
16552,8.829199941828847e-05
16553,2.2500171326100826e-06
16554,8.733401773497462e-05
16555,8.495798101648688e-05
16556,3.500026650726795e-06
16557,1.0417017620056868e-05
16558,0.00010770803783088923
16559,8.716701995581388e-05
16560,2.919696271419525e-07
16561,0.00010291696526110172
16562,8.587504271417856e-05
16563,8.970795897766948e-05
16564,8.770899148657918e-05
16565,3.412499791011214e-05
16566,8.941598935052752e-05
16567,2.500019036233425e-07
16568,8.67500202730298e-05
16569,8.779100608080626e-05
16570,8.72089876793325e-05
16571,4.04199818149209e-06
16572,8.704100036993623e-05
16573,8.775002788752317e-05
16574,8.887500734999776e-05
16575,8.854200132191181e-05
16576,8.637504652142525e-05
16577,8.691695984452963e-05
16578,8.779100608080626e-05
16579,8.858396904543042e-05
16580,8.745800005272031e-05
16581,8.770899148657918e-05
16582,8.841697126626968e-05
16583,8.591695223003626e-05
16584,8.816702757030725e-05
16585,8.85830377228558e-05
16586,8.783402154222131e-05
16587,8.72919918037951e-05
16588,8.749996777623892e-05
16589,8.783303201198578e-05
16590,8.808297570794821e-05
16591,8.637498831376433e-05
16592,1.2080417945981026e-06
16593,7.207971066236496e-06
16594,8.91250092536211e-05
16595,8.749996777623892e-05
16596,8.916598744690418e-05
16597,8.779100608080626e-05
16598,8.883303962647915e-05
16599,8.716701995581388e-05
16600,8.741696365177631e-05
16601,8.33999365568161e-07
16602,8.73330282047391e-05
16603,9.62504418566823e-06
16604,8.845800766721368e-05
16605,8.779199561104178e-05
16606,8.745800005272031e-05
16607,8.98329890333116e-05
16608,8.800002979114652e-05
16609,6.541959010064602e-06
16610,8.941598935052752e-05
16611,8.9749984908849e-05
16612,8.60420404933393e-05
16613,7.470895070582628e-05
16614,8.995796088129282e-05
16615,6.67001586407423e-07
16616,8.9791021309793e-05
16617,8.783297380432487e-05
16618,9.22079780139029e-05
16619,8.85000335983932e-05
16620,6.67001586407423e-07
16621,8.862500544637442e-05
16622,8.570798672735691e-05
16623,3.3329706639051437e-06
16624,8.791702566668391e-05
16625,8.900003740563989e-05
16626,8.920900290831923e-05
16627,8.7958003859967e-05
16628,7.919734343886375e-07
16629,8.533394429832697e-05
16630,8.875003550201654e-05
16631,8.712499402463436e-05
16632,8.766702376306057e-05
16633,8.762499783188105e-05
16634,2.2124964743852615e-05
16635,8.816603804007173e-05
16636,8.804094977676868e-05
16637,8.85000335983932e-05
16638,5.9333979152143e-05
16639,8.770800195634365e-05
16640,0.0001011659624055028
16641,8.875003550201654e-05
16642,8.7958003859967e-05
16643,8.899997919797897e-05
16644,8.770800195634365e-05
16645,8.758297190070152e-05
16646,0.0001746250200085342
16647,9.179097833111882e-05
16648,9.279197547584772e-05
16649,9.087496437132359e-05
16650,6.445898907259107e-05
16651,9.066698839887977e-05
16652,8.783297380432487e-05
16653,5.024997517466545e-05
16654,9.1583002358675e-05
16655,9.070901433005929e-05
16656,5.0083035603165627e-05
16657,9.120901813730597e-05
16658,9.058299474418163e-05
16659,8.9791021309793e-05
16660,8.704100036993623e-05
16661,9.412498911842704e-05
16662,2.0902371034026146e-07
16663,9.100005263462663e-05
16664,9.041698649525642e-05
16665,8.90420051291585e-05
16666,9.170803241431713e-05
16667,8.991698268800974e-05
16668,4.1601015254855156e-07
16669,8.833303581923246e-05
16670,8.845800766721368e-05
16671,8.954200893640518e-05
16672,9.279203368350863e-05
16673,9.066599886864424e-05
16674,9.774998761713505e-05
16675,7.910421118140221e-07
16676,9.108299855142832e-05
16677,9.312498150393367e-05
16678,2.541986759752035e-06
16679,8.9749984908849e-05
16680,2.4579931050539017e-06
16681,8.98329890333116e-05
16682,8.870800957083702e-05
16683,8.858297951519489e-05
16684,6.249756552278996e-07
16685,8.845800766721368e-05
16686,8.816702757030725e-05
16687,8.758401963859797e-05
16688,8.824997348710895e-05
16689,8.808402344584465e-05
16690,3.2999960239976645e-05
16691,8.774996967986226e-05
16692,8.808396523818374e-05
16693,9.44170169532299e-05
16694,8.791702566668391e-05
16695,3.6999990697950125e-05
16696,1.225003506988287e-05
16697,8.829199941828847e-05
16698,9.129097452387214e-05
16699,8.949998300522566e-05
16700,1.087499549612403e-05
16701,8.812500163912773e-05
16702,8.937501115724444e-05
16703,8.883397094905376e-05
16704,8.858297951519489e-05
16705,8.9749984908849e-05
16706,4.0040991734713316e-05
16707,8.916703518480062e-05
16708,8.979096310213208e-05
16709,8.837500354275107e-05
16710,2.0797597244381905e-07
16711,8.84170294739306e-05
16712,8.837500354275107e-05
16713,8.745800005272031e-05
16714,8.329516276717186e-07
16715,1.9170111045241356e-06
16716,8.712505223229527e-05
16717,2.033403143286705e-05
16718,8.816603804007173e-05
16719,8.937501115724444e-05
16720,8.879200322553515e-05
16721,8.774996967986226e-05
16722,9.404198499396443e-05
16723,1.5840050764381886e-06
16724,4.166038706898689e-06
16725,6.249756552278996e-07
16726,9.104202035814524e-05
16727,0.00010158296208828688
16728,8.879200322553515e-05
16729,8.874980267137289e-06
16730,8.875003550201654e-05
16731,1.0917021427303553e-05
16732,8.933397475630045e-05
16733,1.2415985111147165e-05
16734,8.800002979114652e-05
16735,2.4170149117708206e-06
16736,8.891703328117728e-05
16737,1.9999570213258266e-06
16738,2.0797597244381905e-07
16739,8.870899910107255e-05
16740,3.750319592654705e-07
16741,4.125002305954695e-06
16742,9.112502448260784e-05
16743,8.816603804007173e-05
16744,8.862500544637442e-05
16745,8.908304153010249e-05
16746,8.641596650704741e-05
16747,8.858297951519489e-05
16748,8.870899910107255e-05
16749,6.470800144597888e-05
16750,9.1959023848176e-05
16751,2.3667002096772194e-05
16752,3.7497375160455704e-07
16753,8.849997539073229e-05
16754,8.641695603728294e-05
16755,8.983403677120805e-05
16756,7.92031642049551e-07
16757,0.00011633301619440317
16758,9.466696064919233e-05
16759,8.874997729435563e-05
16760,3.3300602808594704e-07
16761,0.00010562501847743988
16762,9.008398046717048e-05
16763,9.400001727044582e-05
16764,9.337498340755701e-05
16765,9.024998871609569e-05
16766,5.999987479299307e-06
16767,8.879200322553515e-05
16768,8.758303010836244e-05
16769,8.941598935052752e-05
16770,8.85830377228558e-05
16771,8.962501306086779e-05
16772,8.820800576359034e-05
16773,8.795899339020252e-05
16774,8.85830377228558e-05
16775,3.554200520738959e-05
16776,4.7084002289921045e-05
16777,2.500019036233425e-07
16778,8.837500354275107e-05
16779,8.987501496449113e-05
16780,8.96669807843864e-05
16781,8.812500163912773e-05
16782,8.98329890333116e-05
16783,9.133398998528719e-05
16784,5.66698145121336e-06
16785,8.845800766721368e-05
16786,2.167013008147478e-06
16787,9.087496437132359e-05
16788,4.083034582436085e-06
16789,4.415982402861118e-06
16790,9.50419926084578e-05
16791,9.162497008219361e-05
16792,8.962495485320687e-05
16793,1.2416974641382694e-05
16794,9.058299474418163e-05
16795,8.9791021309793e-05
16796,8.833297761157155e-05
16797,8.641695603728294e-05
16798,8.908397285267711e-05
16799,6.249989382922649e-06
16800,8.895900100469589e-05
16801,8.96669807843864e-05
16802,8.808402344584465e-05
16803,2.8082984499633312e-05
16804,4.169996827840805e-07
16805,8.941697888076305e-05
16806,9.14999982342124e-05
16807,8.858396904543042e-05
16808,0.00011991697829216719
16809,8.854200132191181e-05
16810,0.0001052080187946558
16811,8.929200703278184e-05
16812,3.749999450519681e-05
16813,0.00010374997509643435
16814,3.917026333510876e-06
16815,2.904096618294716e-05
16816,9.216699982061982e-05
16817,9.195803431794047e-05
16818,8.995801908895373e-05
16819,9.529100498184562e-05
16820,4.169996827840805e-07
16821,0.00011108297621831298
16822,9.200000204145908e-05
16823,9.820901323109865e-05
16824,0.00018483400344848633
16825,9.38749872148037e-05
16826,0.00010187498992308974
16827,9.229098213836551e-05
16828,9.291601600125432e-05
16829,9.058398427441716e-05
16830,9.637500625103712e-05
16831,0.0001034580054692924
16832,9.350001346319914e-05
16833,9.44580533541739e-05
16834,9.162497008219361e-05
16835,4.4666987378150225e-05
16836,8.970900671556592e-05
16837,9.195896564051509e-05
16838,8.833297761157155e-05
16839,8.833303581923246e-05
16840,8.854200132191181e-05
16841,9.341700933873653e-05
16842,9.175000013783574e-05
16843,9.024998871609569e-05
16844,2.8416980057954788e-05
16845,8.954101940616965e-05
16846,8.883298141881824e-05
16847,8.916703518480062e-05
16848,8.949998300522566e-05
16849,8.330098353326321e-07
16850,9.016599506139755e-05
16851,8.995801908895373e-05
16852,9.033299284055829e-05
16853,8.699996396899223e-05
16854,9.108299855142832e-05
16855,9.379099356010556e-05
16856,8.895795326679945e-05
16857,6.659538485109806e-07
16858,2.416700590401888e-05
16859,8.829199941828847e-05
16860,6.333983037620783e-06
16861,1.4874967746436596e-05
16862,9.1959023848176e-05
16863,9.14999982342124e-05
16864,8.666596841067076e-05
16865,8.908403106033802e-05
16866,8.895900100469589e-05
16867,8.758396143093705e-05
16868,8.849997539073229e-05
16869,8.870795136317611e-05
16870,8.937495294958353e-05
16871,8.33999365568161e-07
16872,9.541696636006236e-05
16873,8.958304533734918e-05
16874,8.808303391560912e-05
16875,9.650003630667925e-05
16876,9.545899229124188e-05
16877,5.00003807246685e-07
16878,0.00010375003330409527
16879,9.716697968542576e-05
16880,8.883298141881824e-05
16881,9.104103082790971e-05
16882,9.041698649525642e-05
16883,9.225000394508243e-05
16884,0.00011441699462011456
16885,8.962501306086779e-05
16886,7.909839041531086e-07
16887,5.791953299194574e-06
16888,0.00010812497930601239
16889,9.087496437132359e-05
16890,9.591702837496996e-05
16891,0.00010104198008775711
16892,8.662499021738768e-05
16893,1.170899486169219e-05
16894,2.9098009690642357e-07
16895,9.204202797263861e-05
16896,8.979201084002852e-05
16897,9.074999252334237e-05
16898,0.00010300002759322524
16899,8.679198799654841e-05
16900,9.024998871609569e-05
16901,9.354099165648222e-05
16902,9.104196215048432e-05
16903,9.062502067536116e-05
16904,8.9708948507905e-05
16905,8.883397094905376e-05
16906,8.837500354275107e-05
16907,8.891697507351637e-05
16908,8.741702185943723e-05
16909,8.954200893640518e-05
16910,4.8457994125783443e-05
16911,9.062496246770024e-05
16912,8.958298712968826e-05
16913,8.954195072874427e-05
16914,1.0041985660791397e-05
16915,8.975004311650991e-05
16916,9.291700553148985e-05
16917,8.920795517042279e-05
16918,8.916697697713971e-05
16919,6.25033862888813e-07
16920,2.500019036233425e-07
16921,2.08965502679348e-07
16922,9.32500115595758e-05
16923,9.049999061971903e-05
16924,6.249756552278996e-07
16925,8.933298522606492e-05
16926,2.0803418010473251e-07
16927,8.904095739126205e-05
16928,9.095901623368263e-05
16929,2.0803418010473251e-07
16930,9.03749605640769e-05
16931,8.899997919797897e-05
16932,9.041698649525642e-05
16933,8.924998110160232e-05
16934,9.287497960031033e-05
16935,9.024998871609569e-05
16936,9.099999442696571e-05
16937,9.041704470291734e-05
16938,8.999998681247234e-05
16939,9.054102702066302e-05
16940,8.899997919797897e-05
16941,9.112496627494693e-05
16942,9.341596160084009e-05
16943,8.90420051291585e-05
16944,6.67001586407423e-07
16945,9.045802289620042e-05
16946,9.099999442696571e-05
16947,8.925003930926323e-05
16948,1.2500095181167126e-06
16949,2.500019036233425e-07
16950,1.229200279340148e-05
16951,9.350001346319914e-05
16952,8.929101750254631e-05
16953,8.904101559892297e-05
16954,2.01669754460454e-05
16955,2.6249908842146397e-06
16956,9.012495866045356e-05
16957,8.887500734999776e-05
16958,7.500057108700275e-07
16959,9.241595398634672e-05
16960,9.316601790487766e-05
16961,9.079102892428637e-05
16962,8.958397665992379e-05
16963,9.091704851016402e-05
16964,8.954101940616965e-05
16965,9.333295747637749e-05
16966,8.330098353326321e-07
16967,7.500057108700275e-07
16968,8.862500544637442e-05
16969,8.912495104596019e-05
16970,8.758297190070152e-05
16971,8.999998681247234e-05
16972,8.916697697713971e-05
16973,8.91250092536211e-05
16974,8.954195072874427e-05
16975,4.62500611320138e-06
16976,8.845899719744921e-05
16977,9.379099356010556e-05
16978,8.945900481194258e-05
16979,9.074999252334237e-05
16980,8.86659836396575e-05
16981,9.279098594561219e-05
16982,9.008403867483139e-05
16983,8.9791021309793e-05
16984,8.904101559892297e-05
16985,9.56250005401671e-05
16986,2.6333029381930828e-05
16987,9.14999982342124e-05
16988,9.754201164469123e-05
16989,8.991599315777421e-05
16990,9.329098975285888e-05
16991,7.18749943189323e-05
16992,8.916703518480062e-05
16993,8.804199751466513e-05
16994,2.2909953258931637e-06
16995,9.045802289620042e-05
16996,9.333400521427393e-05
16997,0.00012312503531575203
16998,9.179097833111882e-05
16999,7.919734343886375e-07
17000,8.995900861918926e-05
17001,9.795796358957887e-05
17002,9.620899800211191e-05
17003,9.695900371298194e-05
17004,9.445799514651299e-05
17005,9.50830290094018e-05
17006,4.999979864805937e-06
17007,9.370798943564296e-05
17008,9.487499482929707e-05
17009,9.550002869218588e-05
17010,9.529199451208115e-05
17011,9.300000965595245e-05
17012,0.0005911249900236726
17013,9.81249613687396e-05
17014,9.525002678856254e-05
17015,2.833025064319372e-06
17016,0.0003179159830324352
17017,9.433296509087086e-05
17018,9.304203558713198e-05
17019,9.641697397455573e-05
17020,9.575003059580922e-05
17021,2.5830231606960297e-06
17022,9.554199641570449e-05
17023,9.658298222348094e-05
17024,9.400001727044582e-05
17025,4.584027919918299e-06
17026,7.080379873514175e-07
17027,9.445799514651299e-05
17028,3.4159747883677483e-06
17029,9.658397175371647e-05
17030,6.665999535471201e-06
17031,9.591697016730905e-05
17032,9.56669682636857e-05
17033,9.545899229124188e-05
17034,9.691703598946333e-05
17035,9.479100117459893e-05
17036,9.599997429177165e-05
17037,2.334010787308216e-06
17038,9.654194582253695e-05
17039,9.512499673292041e-05
17040,9.579199831932783e-05
17041,9.45829669944942e-05
17042,8.537498069927096e-05
17043,8.666014764457941e-06
17044,3.875000402331352e-06
17045,9.420799324288964e-05
17046,6.958027370274067e-06
17047,1.2500036973506212e-05
17048,9.595800656825304e-05
17049,9.516702266409993e-05
17050,9.445799514651299e-05
17051,9.68750100582838e-05
17052,9.57080046646297e-05
17053,9.662500815466046e-05
17054,9.57910087890923e-05
17055,6.429199129343033e-05
17056,9.991700062528253e-05
17057,2.0902371034026146e-07
17058,9.408302139490843e-05
17059,9.479199070483446e-05
17060,9.45829669944942e-05
17061,9.516702266409993e-05
17062,9.56250005401671e-05
17063,9.600003249943256e-05
17064,9.270897135138512e-05
17065,9.695894550532103e-05
17066,9.558402234688401e-05
17067,8.749775588512421e-07
17068,0.001374749990645796
17069,0.00019200000679120421
17070,0.0001027500256896019
17071,9.616604074835777e-05
17072,4.354101838544011e-05
17073,2.9103830456733704e-07
17074,9.554199641570449e-05
17075,9.308295557275414e-05
17076,8.330098353326321e-07
17077,9.554199641570449e-05
17078,9.591702837496996e-05
17079,9.720801608636975e-05
17080,9.8041957244277e-05
17081,9.629200212657452e-05
17082,9.779201354831457e-05
17083,9.541696636006236e-05
17084,2.9098009690642357e-07
17085,9.658298222348094e-05
17086,5.6582968682050705e-05
17087,9.712501196190715e-05
17088,9.641697397455573e-05
17089,9.612500434741378e-05
17090,9.758298983797431e-05
17091,9.57910087890923e-05
17092,9.579199831932783e-05
17093,9.666697587817907e-05
17094,0.0010919169872067869
17095,0.00024745898554101586
17096,0.00023658399004489183
17097,0.00023379200138151646
17098,0.01794766599778086
17099,9.779102401807904e-05
17100,9.341695113107562e-05
17101,9.350001346319914e-05
17102,9.166699601337314e-05
17103,0.0008553750230930746
17104,0.004468792001716793
17105,1.00000761449337e-06
17106,0.0007029579719528556
17107,0.0011161249713040888
17108,0.00010395800927653909
17109,9.683403186500072e-05
17110,9.895802941173315e-05
17111,0.00010058301268145442
17112,9.845802560448647e-05
17113,9.829195914790034e-05
17114,9.292038157582283e-06
17115,7.02079851180315e-05
17116,9.941699681803584e-05
17117,0.0001051669823937118
17118,0.00010120897786691785
17119,9.9874974694103e-05
17120,9.787501767277718e-05
17121,9.870802750810981e-05
17122,9.808398317545652e-05
17123,9.770900942385197e-05
17124,9.170034900307655e-07
17125,4.5797787606716156e-07
17126,9.883299935609102e-05
17127,9.170034900307655e-07
17128,9.770801989361644e-05
17129,9.791599586606026e-05
17130,9.945803321897984e-05
17131,9.870802750810981e-05
17132,9.820796549320221e-05
17133,9.724998380988836e-05
17134,9.795802179723978e-05
17135,0.00010191701585426927
17136,9.891594527289271e-05
17137,9.720801608636975e-05
17138,0.002669749956112355
17139,0.002639167010784149
17140,0.0014263339689932764
17141,0.0004337080172263086
17142,0.0019139170181006193
17143,0.00021483300952240825
17144,0.0001372080296278
17145,0.00010812497930601239
17146,0.00010025000665336847
17147,0.0003777920501306653
17148,0.00010287499753758311
17149,1.292035449296236e-06
17150,0.003202709020115435
17151,0.00010075001046061516
17152,9.629101259633899e-05
17153,0.0020299999741837382
17154,9.8459015134722e-05
17155,9.833299554884434e-05
17156,9.699998190626502e-05
17157,9.604200022295117e-05
17158,0.0001485419925302267
17159,0.002063875028397888
17160,0.00025479105534031987
17161,0.00023737503215670586
17162,0.0007800839957781136
17163,0.00024387502344325185
17164,0.0006232080049812794
17165,0.0001075419713743031
17166,0.00023458298528566957
17167,0.00023666699416935444
17168,1.937500201165676e-05
17169,0.00720950000686571
17170,1.208973117172718e-06
17171,0.00010137498611584306
17172,0.00016783300088718534
17173,0.0002512499922886491
17174,0.006234250031411648
17175,0.00010200001997873187
17176,9.695801418274641e-05
17177,9.637494804337621e-05
17178,5.420297384262085e-07
17179,1.1166965123265982e-05
17180,9.658298222348094e-05
17181,9.170034900307655e-07
17182,9.379105176776648e-05
17183,9.97919705696404e-05
17184,9.391596540808678e-05
17185,9.720900561660528e-05
17186,4.254200030118227e-05
17187,0.00011808297131210566
17188,9.74580179899931e-05
17189,1.500011421740055e-06
17190,0.005473708035424352
17191,0.00010249996557831764
17192,9.74580179899931e-05
17193,9.758298983797431e-05
17194,3.33995558321476e-07
17195,9.674998000264168e-05
17196,9.720801608636975e-05
17197,9.69579559750855e-05
17198,5.41971530765295e-07
17199,9.341700933873653e-05
17200,9.662500815466046e-05
17201,1.2499978765845299e-05
17202,9.658304043114185e-05
17203,1.2500095181167126e-06
17204,9.641697397455573e-05
17205,2.167013008147478e-06
17206,9.78340394794941e-05
17207,9.68750100582838e-05
17208,9.620800847187638e-05
17209,9.712495375424623e-05
17210,9.583297651261091e-05
17211,9.8082993645221e-05
17212,2.92027834802866e-07
17213,9.683403186500072e-05
17214,9.504100307822227e-05
17215,9.67090018093586e-05
17216,9.645795216783881e-05
17217,9.737501386553049e-05
17218,9.599997429177165e-05
17219,2.0803418010473251e-07
17220,9.375001536682248e-05
17221,9.604200022295117e-05
17222,4.5902561396360397e-07
17223,9.445799514651299e-05
17224,9.733298793435097e-05
17225,9.595800656825304e-05
17226,5.250039976090193e-06
17227,9.691697778180242e-05
17228,9.695801418274641e-05
17229,9.33330156840384e-05
17230,9.67920059338212e-05
17231,9.666703408583999e-05
17232,9.654200403019786e-05
17233,3.9499951526522636e-05
17234,9.658298222348094e-05
17235,9.69579559750855e-05
17236,9.975000284612179e-05
17237,9.708304423838854e-05
17238,2.0797597244381905e-07
17239,9.737501386553049e-05
17240,0.0002497080131433904
17241,9.97919705696404e-05
17242,0.00025887496303766966
17243,2.7916976250708103e-05
17244,9.770801989361644e-05
17245,9.845802560448647e-05
17246,9.741703979671001e-05
17247,1.233298098668456e-05
17248,9.708298603072762e-05
17249,9.708298603072762e-05
17250,9.629200212657452e-05
17251,9.670801227912307e-05
17252,9.766698349267244e-05
17253,9.966699872165918e-05
17254,3.334018401801586e-06
17255,5.292007699608803e-06
17256,9.9874974694103e-05
17257,0.0005951250204816461
17258,9.487499482929707e-05
17259,0.00043279200326651335
17260,6.749993190169334e-06
17261,0.00019137503113597631
17262,0.00027012499049305916
17263,1.8330174498260021e-06
17264,0.00027112499810755253
17265,0.00048616703134030104
17266,9.570794645696878e-05
17267,0.0006336250226013362
17268,0.0004928329726681113
17269,0.00015583302592858672
17270,0.0004283749731257558
17271,0.00038304098416119814
17272,1.291697844862938e-05
17273,3.7497375160455704e-07
17274,4.1601015254855156e-07
17275,4.1601015254855156e-07
17276,9.554199641570449e-05
17277,9.454198880121112e-05
17278,9.766698349267244e-05
17279,9.574997238814831e-05
17280,9.674998000264168e-05
17281,9.629200212657452e-05
17282,8.417002391070127e-06
17283,9.529100498184562e-05
17284,7.2499969974160194e-06
17285,9.358301758766174e-05
17286,9.445898467674851e-05
17287,9.425001917406917e-05
17288,9.425001917406917e-05
17289,9.391596540808678e-05
17290,9.595800656825304e-05
17291,9.458302520215511e-05
17292,9.354203939437866e-05
17293,0.0005873749614693224
17294,0.00017383298836648464
17295,0.00035024998942390084
17296,8.08399636298418e-06
17297,9.541603503748775e-05
17298,9.366695303469896e-05
17299,9.099999442696571e-05
17300,4.2208004742860794e-05
17301,9.279203368350863e-05
17302,9.245797991752625e-05
17303,9.279197547584772e-05
17304,2.2500171326100826e-06
17305,9.316700743511319e-05
17306,0.0003178750048391521
17307,4.1601015254855156e-07
17308,3.883300814777613e-05
17309,0.0004896249738521874
17310,0.002594833029434085
17311,9.933399269357324e-05
17312,9.658298222348094e-05
17313,9.437499102205038e-05
17314,9.60840261541307e-05
17315,9.574997238814831e-05
17316,1.97909539565444e-05
17317,9.8041957244277e-05
17318,1.733400858938694e-05
17319,9.729200974106789e-05
17320,2.500019036233425e-07
17321,7.700000423938036e-05
17322,0.0009013750241138041
17323,9.824999142438173e-05
17324,0.006926457979716361
